"ID","FIRST_NAME","LAST_NAME","DISPLAY_FIRST_LAST","DISPLAY_LAST_COMMA_FIRST","DISPLAY_FI_LAST","PLAYER_SLUG","BIRTHDATE","SCHOOL","COUNTRY","LAST_AFFILIATION","HEIGHT","WEIGHT","SEASON_EXP","JERSEY","POSITION","ROSTERSTATUS","GAMES_PLAYED_CURRENT_SEASON_FLAG","TEAM_ID","TEAM_NAME","TEAM_ABBREVIATION","TEAM_CODE","TEAM_CITY","PLAYERCODE","FROM_YEAR","TO_YEAR","DLEAGUE_FLAG","NBA_FLAG","GAMES_PLAYED_FLAG","DRAFT_YEAR","DRAFT_ROUND","DRAFT_NUMBER","PTS","AST","REB","ALL_STAR_APPEARANCES","PIE"
"1629121","Jaylen","Adams","Jaylen Adams","Adams, Jaylen","J. Adams","jaylen-adams","1996-05-04T00:00:00","St. Bonaventure","USA","St. Bonaventure/USA","72.0","225.0","2","","Guard","Inactive","Y","0","","","","","jaylen_adams","2018","2020","Y","Y","Y","Undrafted","Undrafted","Undrafted","0.3","0.3","0.4","","-0.017"
"203919","Jordan","Adams","Jordan Adams","Adams, Jordan","J. Adams","jordan-adams","1994-07-08T00:00:00","UCLA","USA","UCLA/USA","77.0","209.0","2","3","Guard","Inactive","N","1610612763","Grizzlies","MEM","grizzlies","Memphis","jordan_adams","2014","2015","Y","Y","Y","2014","1","22","3.2","0.6","0.9","0.0",""
"149","Michael","Adams","Michael Adams","Adams, Michael","M. Adams","michael-adams","1963-01-19T00:00:00","Boston College","USA","Boston College/USA","70.0","165.0","10","23","Guard","Inactive","N","1610612743","Nuggets","DEN","nuggets","Denver","michael_adams","1985","1995","N","Y","Y","1985","3","66","14.7","6.4","2.9","1.0",""
"203500","Steven","Adams","Steven Adams","Adams, Steven","S. Adams","steven-adams","1993-07-20T00:00:00","Pittsburgh","New Zealand","Pittsburgh/New Zealand","83.0","265.0","7","12","Center","Active","Y","1610612740","Pelicans","NOP","pelicans","New Orleans","steven_adams","2013","2020","N","Y","Y","2013","1","12","8.1","2.0","9.2","","0.093"
"912","Rafael","Addison","Rafael Addison","Addison, Rafael","R. Addison","rafael-addison","1964-07-22T00:00:00","Syracuse","USA","Syracuse/USA","80.0","241.0","5","7","Forward","Inactive","N","1610612751","Nets","NJN","nets","New Jersey","rafael_addison","1986","1996","N","Y","Y","1986","2","39","5.8","0.9","2.1","0.0",""
"1628389","Bam","Adebayo","Bam Adebayo","Adebayo, Bam","B. Adebayo","bam-adebayo","1997-07-18T00:00:00","Kentucky","USA","Kentucky/USA","81.0","255.0","3","13","Center-Forward","Active","Y","1610612748","Heat","MIA","heat","Miami","bam_adebayo","2017","2020","N","Y","Y","2017","1","14","19.2","5.4","9.5","","0.167"
"1629061","Deng","Adel","Deng Adel","Adel, Deng","D. Adel","deng-adel","1997-02-01T00:00:00","Louisville","South Sudan","Louisville/South Sudan","79.0","200.0","1","32","Forward","Inactive","N","1610612739","Cavaliers","CLE","cavaliers","Cleveland","deng_adel","2018","2018","Y","Y","Y","Undrafted","Undrafted","Undrafted","1.7","0.3","1.0","0.0",""
"76015","Rick","Adelman","Rick Adelman","Adelman, Rick","R. Adelman","rick-adelman","1946-06-16T00:00:00","Loyola-Marymount","USA","Loyola-Marymount/USA","74.0","175.0","6","5","Guard","Inactive","N","1610612757","Trail Blazers","POR","blazers","Portland","HISTADD_rick_adelman","1968","1974","N","Y","Y","1968","7","79","7.7","3.5","2.4","0.0",""
"202399","Jeff","Adrien","Jeff Adrien","Adrien, Jeff","J. Adrien","jeff-adrien","1986-02-10T00:00:00","Connecticut","USA","Connecticut/USA","","","5","","","Inactive","N","0","","","","","jeff_adrien","2010","2014","Y","Y","Y","Undrafted","Undrafted","Undrafted","4.6","0.7","4.3","0.0",""
"201167","Arron","Afflalo","Arron Afflalo","Afflalo, Arron","A. Afflalo","arron-afflalo","1985-10-15T00:00:00","UCLA","USA","UCLA/USA","77.0","210.0","11","4","Guard","Inactive","N","1610612753","Magic","ORL","magic","Orlando","arron_afflalo","2007","2017","N","Y","Y","2007","1","27","10.8","1.8","2.9","0.0",""
"200772","Maurice","Ager","Maurice Ager","Ager, Maurice","M. Ager","maurice-ager","1984-02-09T00:00:00","Michigan State","USA","Michigan State/USA","77.0","202.0","3","","Forward-Guard","Inactive","N","0","","","","","maurice_ager","2006","2010","Y","Y","Y","2006","1","28","2.1","0.2","0.6","0.0",""
"76016","Mark","Aguirre","Mark Aguirre","Aguirre, Mark","M. Aguirre","mark-aguirre","1959-12-10T00:00:00","DePaul","USA","DePaul/USA","78.0","232.0","12","7","Forward","Inactive","N","1610612742","Mavericks","DAL","mavericks","Dallas","HISTADD_mark_aguirre","1981","1993","N","Y","Y","1981","1","1","20.0","3.1","5.0","3.0",""
"201336","Blake","Ahearn","Blake Ahearn","Ahearn, Blake","B. Ahearn","blake-ahearn","1984-05-27T00:00:00","Missouri State","USA","Missouri State/USA","74.0","190.0","3","2","Guard","Inactive","N","1610612748","Heat","MIA","heat","Miami","blake_ahearn","2007","2011","Y","Y","Y","Undrafted","Undrafted","Undrafted","4.6","1.2","1.2","0.0",""
"76017","Danny","Ainge","Danny Ainge","Ainge, Danny","D. Ainge","danny-ainge","1959-03-17T00:00:00","Brigham Young","USA","Brigham Young/USA","77.0","175.0","13","22","Guard","Inactive","N","1610612738","Celtics","BOS","celtics","Boston","HISTADD_danny_ainge","1981","1994","N","Y","Y","1981","2","31","11.5","4.0","2.7","1.0",""
"201582","Alexis","Ajinca","Alexis Ajinca","Ajinca, Alexis","A. Ajinca","alexis-ajinca","1988-05-06T00:00:00","Hyeres-Toulon","France","Hyeres-Toulon/France","86.0","248.0","7","42","Center","Inactive","N","1610612740","Pelicans","NOP","pelicans","New Orleans","alexis_ajinca","2008","2017","Y","Y","Y","2008","1","20","5.3","0.5","3.9","0.0",""
"76018","Henry","Akin","Henry Akin","Akin, Henry","H. Akin","henry-akin","1944-07-31T00:00:00","Morehead State","USA","Morehead State/USA","82.0","225.0","1","10","Center","Inactive","N","1610612752","Knicks","NYK","knicks","New York","HISTADD_henry_akin","1966","1967","N","Y","Y","1966","2","11","3.5","0.5","2.1","0.0",""
"203006","Josh","Akognon","Josh Akognon","Akognon, Josh","J. Akognon","josh-akognon","1986-02-10T00:00:00","California State-Fullerton","USA","California State-Fullerton/USA","71.0","185.0","1","10","Guard","Inactive","N","1610612742","Mavericks","DAL","mavericks","Dallas","josh_akognon","2012","2012","Y","Y","Y","Undrafted","Undrafted","Undrafted","1.7","0.3","0.3","0.0",""
"1629152","DeVaughn","Akoon-Purcell","DeVaughn Akoon-Purcell","Akoon-Purcell, DeVaughn","D. Akoon-Purcell","devaughn-akoon-purcell","1993-06-05T00:00:00","Illinois State","Trinidad and Tobago","Illinois State/Trinidad and Tobago","78.0","200.0","1","","Guard-Forward","Inactive","N","0","","","","","devaughn_akoon-purcell","2018","2018","Y","Y","Y","Undrafted","Undrafted","Undrafted","1.0","0.9","0.6","0.0",""
"202374","Solomon","Alabi","Solomon Alabi","Alabi, Solomon","S. Alabi","solomon-alabi","1988-03-21T00:00:00","Florida State","Nigeria","Florida State/Nigeria","85.0","252.0","2","50","Center","Inactive","N","1610612761","Raptors","TOR","raptors","Toronto","solomon_alabi","2010","2011","Y","Y","Y","2010","2","50","1.5","0.2","2.3","0.0",""
"76019","Mark","Alarie","Mark Alarie","Alarie, Mark","M. Alarie","mark-alarie","1963-12-11T00:00:00","Duke","USA","Duke/USA","80.0","217.0","4","31","Forward","Inactive","N","1610612764","Bullets","WAS","wizards","Washington","HISTADD_mark_alarie","1986","1990","N","Y","Y","1986","1","18","7.5","1.1","3.4","0.0",""
"76020","Gary","Alcorn","Gary Alcorn","Alcorn, Gary","G. Alcorn","gary-alcorn","1936-10-08T00:00:00","Fresno State","USA","Fresno State/USA","81.0","225.0","1","24","Center","Inactive","N","1610612765","Pistons","DET","pistons","Detroit","HISTADD_gary_alcorn","1959","1960","N","Y","Y","1959","3","16","3.3","0.3","4.2","0.0",""
"203128","Furkan","Aldemir","Furkan Aldemir","Aldemir, Furkan","F. Aldemir","furkan-aldemir","1991-08-09T00:00:00","Galatasaray","Turkey","Galatasaray/Turkey","82.0","240.0","1","19","Forward-Center","Inactive","N","1610612755","76ers","PHI","sixers","Philadelphia","furkan_aldemir","2014","2014","N","Y","Y","2012","2","53","2.3","0.7","4.3","0.0",""
"202332","Cole","Aldrich","Cole Aldrich","Aldrich, Cole","C. Aldrich","cole-aldrich","1988-10-31T00:00:00","Kansas","USA","Kansas/USA","83.0","253.0","8","45","Center","Inactive","N","1610612752","Knicks","NYK","knicks","New York","cole_aldrich","2010","2017","Y","Y","Y","2010","1","11","3.1","0.5","3.3","0.0",""
"200746","LaMarcus","Aldridge","LaMarcus Aldridge","Aldridge, LaMarcus","L. Aldridge","lamarcus-aldridge","1985-07-19T00:00:00","Texas","USA","Texas/USA","83.0","250.0","14","12","Center-Forward","Active","Y","1610612759","Spurs","SAS","spurs","San Antonio","lamarcus_aldridge","2006","2020","N","Y","Y","2006","1","2","13.7","1.7","4.5","","0.096"
"76021","Chuck","Aleksinas","Chuck Aleksinas","Aleksinas, Chuck","C. Aleksinas","chuck-aleksinas","1959-02-26T00:00:00","Connecticut","USA","Connecticut/USA","83.0","260.0","0","50","Center","Inactive","N","1610612744","Warriors","GOS","warriors","Golden State","HISTADD_chuck_aleksinas","1984","1984","N","Y","Y","1982","4","76","5.1","0.5","3.6","0.0",""
"1626146","Cliff","Alexander","Cliff Alexander","Alexander, Cliff","C. Alexander","cliff-alexander","1995-11-16T00:00:00","Kansas","USA","Kansas/USA","80.0","240.0","1","34","Forward","Inactive","N","1610612757","Trail Blazers","POR","blazers","Portland","cliff_alexander","2015","2015","Y","Y","Y","Undrafted","Undrafted","Undrafted","1.3","0.0","0.8","0.0",""
"724","Cory","Alexander","Cory Alexander","Alexander, Cory","C. Alexander","cory-alexander","1973-06-22T00:00:00","Virginia","USA","Virginia/USA","73.0","190.0","7","12","Guard","Inactive","N","1610612759","Spurs","SAS","spurs","San Antonio","cory_alexander","1995","2004","N","Y","Y","1995","1","29","5.5","2.7","1.6","0.0",""
"2042","Courtney","Alexander","Courtney Alexander","Alexander, Courtney","C. Alexander","courtney-alexander","1977-04-27T00:00:00","Fresno State","USA","Fresno State/USA","77.0","205.0","3","32","Guard","Inactive","N","1610612764","Wizards","WAS","wizards","Washington","courtney_alexander","2000","2003","N","Y","Y","2000","1","13","9.0","1.2","2.2","0.0",""
"76022","Gary","Alexander","Gary Alexander","Alexander, Gary","G. Alexander","gary-alexander","1969-11-01T00:00:00","South Florida","USA","South Florida/USA","79.0","240.0","0","16","Forward","Inactive","N","1610612739","Cavaliers","CLE","cavaliers","Cleveland","HISTADD_gary_alexander","1993","1993","N","Y","Y","Undrafted","Undrafted","Undrafted","1.7","0.2","1.4","0.0",""
"201570","Joe","Alexander","Joe Alexander","Alexander, Joe","J. Alexander","joe-alexander","1986-12-26T00:00:00","West Virginia","USA","West Virginia/USA","80.0","230.0","2","20","Forward","Inactive","N","1610612749","Bucks","MIL","bucks","Milwaukee","joe_alexander","2008","2009","Y","Y","Y","2008","1","8","4.2","0.7","1.8","0.0",""
"1629734","Kyle","Alexander","Kyle Alexander","Alexander, Kyle","K. Alexander","kyle-alexander","1996-10-21T00:00:00","Tennessee","Canada","Tennessee/Canada","82.0","216.0","1","17","Forward-Center","Inactive","N","1610612748","Heat","MIA","heat","Miami","kyle_alexander","2019","2019","Y","Y","Y","Undrafted","Undrafted","Undrafted","1.0","0.0","1.5","0.0",""
"2349","Victor","Alexander","Victor Alexander","Alexander, Victor","V. Alexander","victor-alexander","1969-08-31T00:00:00","Iowa State","USA","Iowa State/USA","82.0","265.0","4","9","Forward","Inactive","N","1610612744","Warriors","GOS","warriors","Golden State","victor_alexander","1991","2001","N","Y","Y","1991","1","17","8.9","0.9","4.8","0.0",""
"1629638","Nickeil","Alexander-Walker","Nickeil Alexander-Walker","Alexander-Walker, Nickeil","N. Alexander-Walker","nickeil-alexander-walker","1998-09-02T00:00:00","Virginia Tech","Canada","Virginia Tech/Canada","78.0","205.0","1","6","Guard","Active","Y","1610612740","Pelicans","NOP","pelicans","New Orleans","nickeil_alexander-walker","2019","2020","Y","Y","Y","2019","1","17","9.2","1.9","2.8","","0.089"
"76024","Steve","Alford","Steve Alford","Alford, Steve","S. Alford","steve-alford","1964-11-23T00:00:00","Indiana","USA","Indiana/USA","74.0","183.0","3","4","Guard","Inactive","N","1610612742","Mavericks","DAL","mavericks","Dallas","HISTADD_steve_alford","1987","1990","N","Y","Y","1987","2","26","4.4","1.0","0.9","0.0",""
"1628959","Rawle","Alkins","Rawle Alkins","Alkins, Rawle","R. Alkins","rawle-alkins","1997-10-29T00:00:00","Arizona","USA","Arizona/USA","77.0","225.0","1","20","Guard","Inactive","N","1610612741","Bulls","CHI","bulls","Chicago","rawle_alkins","2018","2018","Y","Y","Y","Undrafted","Undrafted","Undrafted","3.7","1.3","2.6","0.0",""
"76028","Bob","Allen","Bob Allen","Allen, Bob","B. Allen","bob-allen","1946-07-17T00:00:00","Marshall","USA","Marshall/USA","81.0","205.0","0","50","Forward","Inactive","N","1610612744","Warriors","SFW","warriors","San Francisco","HISTADD_bob_allen","1968","1968","N","Y","Y","1968","6","71","1.8","0.4","2.1","0.0",""
"1628960","Grayson","Allen","Grayson Allen","Allen, Grayson","G. Allen","grayson-allen","1995-10-08T00:00:00","Duke","USA","Duke/USA","76.0","198.0","2","3","Guard","Active","Y","1610612763","Grizzlies","MEM","grizzlies","Memphis","grayson_allen","2018","2020","Y","Y","Y","2018","1","21","9.5","2.1","3.1","","0.085"
"1628386","Jarrett","Allen","Jarrett Allen","Allen, Jarrett","J. Allen","jarrett-allen","1998-04-21T00:00:00","Texas","USA","Texas/USA","83.0","243.0","3","31","Center","Active","Y","1610612739","Cavaliers","CLE","cavaliers","Cleveland","jarrett_allen","2017","2020","N","Y","Y","2017","1","22","12.9","1.6","9.9","","0.147"
"706","Jerome","Allen","Jerome Allen","Allen, Jerome","J. Allen","jerome-allen","1973-01-28T00:00:00","Pennsylvania","USA","Pennsylvania/USA","76.0","184.0","1","53","Guard","Inactive","N","1610612754","Pacers","IND","pacers","Indiana","jerome_allen","1995","1996","N","Y","Y","1995","2","49","2.9","1.7","1.1","0.0",""
"1628443","Kadeem","Allen","Kadeem Allen","Allen, Kadeem","K. Allen","kadeem-allen","1993-01-15T00:00:00","Arizona","USA","Arizona/USA","73.0","200.0","2","","Guard","Inactive","N","0","","","","","kadeem_allen","2017","2019","Y","Y","Y","2017","2","53","5.5","2.3","1.5","0.0",""
"202730","Lavoy","Allen","Lavoy Allen","Allen, Lavoy","L. Allen","lavoy-allen","1989-02-04T00:00:00","Temple","USA","Temple/USA","81.0","260.0","6","5","Forward-Center","Inactive","N","1610612754","Pacers","IND","pacers","Indiana","lavoy_allen","2011","2016","Y","Y","Y","2011","2","50","4.8","1.0","4.8","0.0",""
"76027","Lucius","Allen","Lucius Allen","Allen, Lucius","L. Allen","lucius-allen","1947-09-26T00:00:00","UCLA","USA","UCLA/USA","74.0","175.0","9","42","Guard","Inactive","N","1610612749","Bucks","MIL","bucks","Milwaukee","HISTADD_lucius_allen","1969","1978","N","Y","Y","1969","1","3","13.4","4.5","3.1","0.0",""
"2124","Malik","Allen","Malik Allen","Allen, Malik","M. Allen","malik-allen","1978-06-27T00:00:00","Villanova","USA","Villanova/USA","82.0","255.0","10","35","Forward","Inactive","N","1610612748","Heat","MIA","heat","Miami","malik_allen","2001","2010","N","Y","Y","Undrafted","Undrafted","Undrafted","4.9","0.5","2.8","0.0",""
"76025","Randy","Allen","Randy Allen","Allen, Randy","R. Allen","randy-allen","1965-01-26T00:00:00","Florida State","USA","Florida State/USA","80.0","220.0","1","33","Forward","Inactive","N","1610612758","Kings","SAC","kings","Sacramento","HISTADD_randy_allen","1988","1989","N","Y","Y","Undrafted","Undrafted","Undrafted","3.6","0.3","2.1","0.0",""
"951","Ray","Allen","Ray Allen","Allen, Ray","R. Allen","ray-allen","1975-07-20T00:00:00","Connecticut","USA","Connecticut/USA","77.0","205.0","17","34","Guard","Inactive","N","1610612749","Bucks","MIL","bucks","Milwaukee","ray_allen","1996","2013","N","Y","Y","1996","1","5","18.9","3.4","4.1","10.0",""
"2754","Tony","Allen","Tony Allen","Allen, Tony","T. Allen","tony-allen","1982-01-11T00:00:00","Oklahoma State","USA","Oklahoma State/USA","76.0","213.0","13","","Guard-Forward","Inactive","N","0","","","","","tony_allen","2004","2017","N","Y","Y","2004","1","25","8.1","1.3","3.5","0.0",""
"76029","Odis","Allison","Odis Allison","Allison, Odis","O. Allison","odis-allison","1949-10-02T00:00:00","UNLV","USA","UNLV/USA","78.0","195.0","0","22","Forward","Inactive","N","1610612744","Warriors","GOS","warriors","Golden State","HISTADD_odis_allison","1971","1971","N","Y","Y","1971","5","76","1.9","0.3","1.3","0.0",""
"200984","Lance","Allred","Lance Allred","Allred, Lance","L. Allred","lance-allred","1981-02-02T00:00:00","Weber State","USA","Weber State/USA","83.0","250.0","1","41","Center","Inactive","N","1610612739","Cavaliers","CLE","cavaliers","Cleveland","lance_allred","2007","2007","Y","Y","Y","Undrafted","Undrafted","Undrafted","1.0","0.0","0.3","0.0",""
"76030","Darrell","Allums","Darrell Allums","Allums, Darrell","D. Allums","darrell-allums","1958-09-12T00:00:00","UCLA","USA","UCLA/USA","80.0","220.0","0","32","Forward","Inactive","N","1610612742","Mavericks","DAL","mavericks","Dallas","HISTADD_darrell_allums","1980","1980","N","Y","Y","1980","5","103","2.7","1.1","3.0","0.0",""
"201165","Morris","Almond","Morris Almond","Almond, Morris","M. Almond","morris-almond","1985-02-02T00:00:00","Rice","USA","Rice/USA","78.0","225.0","3","21","Guard","Inactive","N","1610612762","Jazz","UTA","jazz","Utah","morris_almond","2007","2011","Y","Y","Y","2007","1","25","3.1","0.3","1.2","0.0",""
"308","Derrick","Alston","Derrick Alston","Alston, Derrick","D. Alston","derrick-alston","1972-08-20T00:00:00","Duquesne","USA","Duquesne/USA","83.0","225.0","2","","Center","Inactive","N","0","","","","","derrick_alston","1994","1996","N","Y","Y","1994","2","33","5.4","0.7","3.8","0.0",""
"1747","Rafer","Alston","Rafer Alston","Alston, Rafer","R. Alston","rafer-alston","1976-07-24T00:00:00","Fresno State","USA","Fresno State/USA","74.0","175.0","10","11","Guard","Inactive","N","1610612745","Rockets","HOU","rockets","Houston","rafer_alston","1999","2009","Y","Y","Y","1998","2","39","10.1","4.8","2.8","0.0",""
"1824","Peter","Aluma","Peter Aluma","Aluma, Peter","P. Aluma","peter-aluma","1973-04-26T00:00:00","Liberty","USA","Liberty/USA","82.0","260.0","0","","Center","Inactive","N","0","","","","","peter_aluma","1998","1998","N","Y","Y","Undrafted","Undrafted","Undrafted","1.0","0.0","1.0","0.0",""
"680","John","Amaechi","John Amaechi","Amaechi, John","J. Amaechi","john-amaechi","1970-11-26T00:00:00","Penn State","United Kingdom","Penn State/United Kingdom","82.0","270.0","5","13","Forward-Center","Inactive","N","1610612753","Magic","ORL","magic","Orlando","john_amaechi","1995","2002","N","Y","Y","Undrafted","Undrafted","Undrafted","6.2","0.8","2.6","0.0",""
"732","Ashraf","Amaya","Ashraf Amaya","Amaya, Ashraf","A. Amaya","ashraf-amaya","1971-11-23T00:00:00","Southern Illinois","USA","Southern Illinois/USA","80.0","230.0","1","","Forward","Inactive","N","0","","","","","ashraf_amaya","1995","1996","N","Y","Y","Undrafted","Undrafted","Undrafted","4.5","0.4","4.2","0.0",""
"202329","Al-Farouq","Aminu","Al-Farouq Aminu","Aminu, Al-Farouq","A. Aminu","al-farouq-aminu","1990-09-21T00:00:00","Wake Forest","USA","Wake Forest/USA","80.0","220.0","10","2","Forward","Active","Y","1610612753","Magic","ORL","magic","Orlando","al-farouq_aminu","2010","2020","N","Y","Y","2010","1","8","5.4","1.8","5.1","","0.079"
"200811","Lou","Amundson","Lou Amundson","Amundson, Lou","L. Amundson","lou-amundson","1982-12-07T00:00:00","UNLV","USA","UNLV/USA","81.0","220.0","10","17","Forward","Inactive","N","1610612756","Suns","PHX","suns","Phoenix","lou_amundson","2006","2015","Y","Y","Y","Undrafted","Undrafted","Undrafted","3.7","0.4","3.6","0.0",""
